date,mean_temperature,max_temperature,min_temperature
2004-03-14,23.098295454545447,23.14090909090909,22.7
2004-03-15,24.548809523809528,24.928571428571427,21.9
2004-03-16,24.183333333333326,26.2,22.8
2004-03-17,23.329166666666676,25.7,20.5
2004-03-18,22.562500000000004,26.2,18.8
2004-03-19,21.85000000000001,24.8,19.6
2004-03-20,21.545833333333334,24.8,19.3
2004-03-21,22.241666666666664,25.7,18.6
2004-03-22,21.95,26.3,16.9
2004-03-23,22.133333333333336,26.1,18.7
2004-03-24,22.075000000000003,26.0,18.5
2004-03-25,22.77083333333334,26.3,19.6
2004-03-26,22.75833333333333,27.0,19.0
