data,temperatura
2020/07/10,14.108695652173916
2020/07/11,16.6125
2020/07/12,18.204166666666666
2020/07/13,16.308333333333334
2020/07/14,14.375
2020/07/15,13.04166666666667
2020/07/16,13.452173913043477
2020/07/17,17.058333333333334
2020/07/18,19.7
2020/07/19,20.61666666666667
2020/07/20,20.22083333333333
2020/07/21,20.3875
2020/07/22,19.575
2020/07/23,19.5125
2020/07/24,19.545833333333334
2020/07/25,17.47083333333333
2020/07/26,15.770833333333334
2020/07/27,18.48333333333333
2020/07/28,16.716666666666665
2020/07/29,13.316666666666668
2020/07/30,12.166666666666666
2020/07/31,15.391666666666664
2020/08/01,17.71666666666667
2020/08/02,17.408333333333335
2020/08/03,18.020833333333332
2020/08/04,17.887499999999996
2020/08/05,18.979166666666668
2020/08/06,19.720833333333335
