data;temperatura
2020/11/23;21,3
2020/11/23;20,9
2020/11/23;20,9
2020/11/23;20,3
2020/11/23;19,9
2020/11/23;19,6
2020/11/23;19,6
2020/11/23;22,5
2020/11/23;24,1
2020/11/23;23,8
2020/11/23;25,2
2020/11/23;25
2020/11/23;26,4
2020/11/23;26,2
2020/11/23;26,6
2020/11/23;26,3
2020/11/23;25,9
2020/11/23;25,6
2020/11/23;24,5
2020/11/23;23,9
2020/11/23;23,6
2020/11/24;23,2
2020/11/24;22,9
2020/11/24;22,8
2020/11/24;22,8
2020/11/24;22,5
2020/11/24;22,2
2020/11/24;21,4
2020/11/24;20,6
2020/11/24;20,5
2020/11/24;20,6
2020/11/24;20,9
2020/11/24;24
2020/11/24;25,1
2020/11/24;25
2020/11/24;26
2020/11/24;26,6
2020/11/24;26,3
2020/11/24;26,5
2020/11/24;26
2020/11/24;25,9
2020/11/24;25,1
2020/11/24;24,4
2020/11/24;23,7
2020/11/24;23,8
2020/11/25;23,7
2020/11/25;23,8
2020/11/25;23,7
2020/11/25;23,8
2020/11/25;23,7
2020/11/25;23,5
2020/11/25;22,9
2020/11/25;23,5
2020/11/25;22,6
2020/11/25;22,9
2020/11/25;23,5
2020/11/25;24,1
2020/11/25;25,4
2020/11/25;26
2020/11/25;26
2020/11/25;25,8
2020/11/25;26,2
2020/11/25;27,1
2020/11/25;26,6
2020/11/25;26,5
2020/11/25;26,2
2020/11/25;25,1
2020/11/25;24,5
2020/11/25;24,5
2020/11/26;24,6
2020/11/26;24,5
2020/11/26;23,9
2020/11/26;23,7
2020/11/26;23,6
2020/11/26;23,9
2020/11/26;24,1
2020/11/26;24,1
2020/11/26;24
2020/11/26;24,1
2020/11/26;24,9
2020/11/26;25,9
2020/11/26;26,7
2020/11/26;27,8
2020/11/26;28,1
2020/11/26;29,7
2020/11/26;28,8
2020/11/26;28,7
2020/11/26;28
2020/11/26;26,6
2020/11/26;26
2020/11/26;25,7
2020/11/26;25,6
2020/11/26;25,9
2020/11/27;25,7
2020/11/27;25,7
2020/11/27;25,3
2020/11/27;25,1
2020/11/27;24,6
2020/11/27;24,7
2020/11/27;24,5
2020/11/27;24
2020/11/27;23,7
2020/11/27;24,4
2020/11/27;24,1
2020/11/27;24,8
2020/11/27;25
2020/11/27;24,3
2020/11/27;25,3
2020/11/27;24,4
2020/11/27;24
2020/11/27;23,7
2020/11/27;23,7
2020/11/27;23,4
2020/11/27;23,7
2020/11/27;23,4
2020/11/27;23,1
2020/11/27;23,3
2020/11/28;23
2020/11/28;22,8
2020/11/28;22,8
2020/11/28;22,7
2020/11/28;22,6
2020/11/28;22,8
2020/11/28;23,5
2020/11/28;24,1
2020/11/28;23,5
2020/11/28;24
2020/11/28;24,4
2020/11/28;25,2
2020/11/28;26,5
2020/11/28;26,7
2020/11/28;28
2020/11/28;28,7
2020/11/28;28,7
2020/11/28;28,3
2020/11/28;28,6
2020/11/28;27,8
2020/11/28;26,5
2020/11/28;26
2020/11/28;25,2
2020/11/28;25,1
2020/11/29;24,9
2020/11/29;23,2
2020/11/29;24,4
2020/11/29;24,5
2020/11/29;23,6
2020/11/29;23,9
2020/11/29;23,1
2020/11/29;23,2
2020/11/29;23,3
2020/11/29;24,2
2020/11/29;24,3
2020/11/29;24,2
2020/11/29;25,4
2020/11/29;26,9
2020/11/29;27,4
2020/11/29;27,1
2020/11/29;27,9
2020/11/29;27,3
2020/11/29;27,5
2020/11/29;29,3
2020/11/29;29,7
2020/11/29;28
2020/11/29;28,2
2020/11/29;26,1
2020/11/30;26,3
2020/11/30;25,8
2020/11/30;24,4
2020/11/30;23,6
2020/11/30;23,2
2020/11/30;23,1
2020/11/30;22,6
2020/11/30;22
2020/11/30;22,6
2020/11/30;22,7
2020/11/30;25,2
2020/11/30;27,4
2020/11/30;28,1
2020/11/30;28,8
2020/11/30;29,6
2020/11/30;29,3
2020/11/30;28,4
2020/11/30;27,5
2020/11/30;24,9
2020/11/30;23,7
2020/11/30;23,1
2020/11/30;23
2020/11/30;22,8
2020/11/30;23
2020/12/01;23,5
2020/12/01;23,1
2020/12/01;23,3
2020/12/01;22,8
2020/12/01;23,1
2020/12/01;22,9
2020/12/01;23,4
2020/12/01;23,6
2020/12/01;22,8
2020/12/01;22,9
2020/12/01;23,2
2020/12/01;24,1
2020/12/01;24,2
2020/12/01;24,3
2020/12/01;23,3
2020/12/01;23,4
2020/12/01;22,9
2020/12/01;23,4
2020/12/01;22,6
2020/12/01;22,3
2020/12/01;22,3
2020/12/01;22,2
2020/12/01;21,5
2020/12/01;21,6
2020/12/02;21,5
2020/12/02;21
2020/12/02;20,9
2020/12/02;20,8
2020/12/02;20,9
2020/12/02;20,9
2020/12/02;20,8
2020/12/02;20,8
2020/12/02;20,9
2020/12/02;21
2020/12/02;21,8
2020/12/02;22,8
2020/12/02;24,3
2020/12/02;24,2
2020/12/02;25,1
2020/12/02;25,4
2020/12/02;26,1
2020/12/02;26,4
2020/12/02;26
2020/12/02;25,6
2020/12/02;25,4
2020/12/02;24,9
2020/12/02;24,5
2020/12/02;23,5
2020/12/03;23
2020/12/03;23,4
2020/12/03;23,5
2020/12/03;23,4
2020/12/03;23,3
2020/12/03;23,4
2020/12/03;20,9
2020/12/03;20,6
2020/12/03;21,1
2020/12/03;21,7
2020/12/03;22
2020/12/03;23,6
2020/12/03;24,2
2020/12/03;25,1
2020/12/03;26,3
2020/12/03;27,8
2020/12/03;28,9
2020/12/03;29,7
2020/12/03;28,6
2020/12/03;28,1
2020/12/03;28,1
2020/12/03;27,6
2020/12/03;27,4
2020/12/03;24,2
2020/12/04;24,4
2020/12/04;24,6
2020/12/04;24,2
2020/12/04;23,7
2020/12/04;23,6
2020/12/04;23,3
2020/12/04;22,8
2020/12/04;22
2020/12/04;22
2020/12/04;22,5
2020/12/04;23,5
2020/12/04;25,6
2020/12/04;25,7
2020/12/04;27,3
2020/12/04;27,9
2020/12/04;28,8
2020/12/04;28,2
2020/12/04;26,9
2020/12/04;26,8
2020/12/04;26,8
2020/12/04;26
2020/12/04;25,2
2020/12/04;24,4
2020/12/04;23,9
2020/12/05;23,9
2020/12/05;23,7
2020/12/05;23,6
2020/12/05;23,1
2020/12/05;23
2020/12/05;23
2020/12/05;22,7
2020/12/05;22,5
2020/12/05;22,8
2020/12/05;22,6
2020/12/05;21,7
2020/12/05;20,9
2020/12/05;20,4
2020/12/05;20,8
2020/12/05;21,3
2020/12/05;20,5
2020/12/05;20,2
2020/12/05;19,2
2020/12/05;19,2
2020/12/05;18,9
2020/12/05;18,8
2020/12/05;18,8
2020/12/05;18,7
2020/12/05;18,9
2020/12/06;19,3
2020/12/06;19
2020/12/06;18,9
2020/12/06;18,8
2020/12/06;18,9
2020/12/06;18,8
2020/12/06;18,8
2020/12/06;18,7
2020/12/06;18,5
2020/12/06;18,5
2020/12/06;18,5
2020/12/06;18,8
2020/12/06;18,7
2020/12/06;18,7
2020/12/06;18,7
2020/12/06;18,6
2020/12/06;19,1
2020/12/06;19
2020/12/06;19,3
2020/12/06;19,3
2020/12/06;19,6
2020/12/06;19,4
2020/12/06;19,3
2020/12/06;19,3
2020/12/07;19,1
2020/12/07;19,1
2020/12/07;19,1
2020/12/07;19
2020/12/07;19
2020/12/07;18,7
2020/12/07;18,7
2020/12/07;18,7
2020/12/07;18,7
2020/12/07;18,7
2020/12/07;18,7
2020/12/07;19,3
2020/12/07;19,8
2020/12/07;20,4
2020/12/07;20,7
2020/12/07;20,4
2020/12/07;21,1
2020/12/07;21,8
2020/12/07;21,7
2020/12/07;21,9
2020/12/07;21,5
2020/12/07;21,3
2020/12/07;21,6
2020/12/07;21,4
2020/12/08;21
2020/12/08;21,1
2020/12/08;21
2020/12/08;20,9
2020/12/08;20,8
2020/12/08;20,5
2020/12/08;20,7
2020/12/08;20,6
2020/12/08;20,4
2020/12/08;20,9
2020/12/08;22,5
2020/12/08;22,6
2020/12/08;23,3
2020/12/08;24,4
2020/12/08;25,2
2020/12/08;25,8
2020/12/08;26,7
2020/12/08;26
2020/12/08;25,9
2020/12/08;24,9
2020/12/08;24,8
2020/12/08;24,2
2020/12/08;23,7
2020/12/08;23,4
2020/12/09;23,3
2020/12/09;23,4
2020/12/09;23,5
2020/12/09;23,3
2020/12/09;22,8
2020/12/09;21,5
2020/12/09;20,8
2020/12/09;20,4
2020/12/09;19,9
2020/12/09;20,5
2020/12/09;21,7
2020/12/09;23,4
2020/12/09;24,4
2020/12/09;25,1
2020/12/09;26,3
2020/12/09;26,1
2020/12/09;26,7
2020/12/09;25,8
2020/12/09;24,4
2020/12/09;24,1
2020/12/09;24
2020/12/09;23,8
2020/12/09;23,4
2020/12/09;23,4
2020/12/10;23,2
2020/12/10;22,9
2020/12/10;22,9
2020/12/10;22,7
2020/12/10;21,4
2020/12/10;21,3
2020/12/10;20,7
2020/12/10;20,4
2020/12/10;20,1
2020/12/10;20,5
2020/12/10;22,9
2020/12/10;24
2020/12/10;25,1
2020/12/10;25,1
2020/12/10;27,6
2020/12/10;27,3
2020/12/10;28,2
2020/12/10;28,9
2020/12/10;27,1
2020/12/10;26,5
2020/12/10;25,9
2020/12/10;25,6
2020/12/10;25,1
2020/12/10;24,7
2020/12/11;24,7
2020/12/11;24,8
2020/12/11;24,4
2020/12/11;23,4
2020/12/11;22,7
2020/12/11;22,9
2020/12/11;22,3
2020/12/11;22,9
2020/12/11;23
2020/12/11;23,3
2020/12/11;24,8
2020/12/11;26,2
2020/12/11;28,2
2020/12/11;28,3
2020/12/11;29
2020/12/11;28,4
2020/12/11;28
2020/12/11;28,2
2020/12/11;27,7
2020/12/11;27,6
2020/12/11;27,1
2020/12/11;26,3
2020/12/11;25,8
2020/12/11;25,6
2020/12/12;25,6
2020/12/12;25,6
2020/12/12;25,6
2020/12/12;25,2
2020/12/12;24,9
2020/12/12;24,1
2020/12/12;24,8
2020/12/12;24,5
2020/12/12;24,9
2020/12/12;24,8
2020/12/12;25,8
2020/12/12;26,2
2020/12/12;27,9
2020/12/12;29,2
2020/12/12;29,7
2020/12/12;30
2020/12/12;29,5
2020/12/12;29,5
2020/12/12;25,7
2020/12/12;23,5
2020/12/12;23,9
2020/12/12;23,4
2020/12/12;22,6
2020/12/12;22,3
2020/12/13;23,3
2020/12/13;22
2020/12/13;21,7
2020/12/13;21,1
2020/12/13;20,5
2020/12/13;20,3
2020/12/13;20,2
2020/12/13;19,6
2020/12/13;19,8
2020/12/13;21,1
2020/12/13;24,1
2020/12/13;26,1
2020/12/13;27,4
2020/12/13;29,1
2020/12/13;29,2
2020/12/13;29,9
2020/12/13;29,1
2020/12/13;29,4
2020/12/13;28,7
2020/12/13;28,6
2020/12/13;28,1
2020/12/13;27,7
2020/12/13;27,3
2020/12/13;27,4
2020/12/14;27,4
2020/12/14;24,6
2020/12/14;22,3
2020/12/14;22,8
2020/12/14;22,6
2020/12/14;22,7
2020/12/14;22,3
2020/12/14;21,8
2020/12/14;21,5
2020/12/14;22
2020/12/14;25,3
2020/12/14;25,1
2020/12/14;26,3
2020/12/14;26,5
2020/12/14;27
2020/12/14;27,4
2020/12/14;24,9
2020/12/14;25
2020/12/14;24,1
2020/12/14;24,5
2020/12/14;24,9
2020/12/14;24,3
2020/12/14;24,2
2020/12/14;23,9
2020/12/15;24,1
2020/12/15;23,7
2020/12/15;21,7
2020/12/15;21,2
2020/12/15;20,9
2020/12/15;20,6
2020/12/15;20,3
2020/12/15;20
2020/12/15;19,8
2020/12/15;19,9
2020/12/15;20
2020/12/15;20,3
2020/12/15;20,6
2020/12/15;20,3
2020/12/15;20,5
2020/12/15;21
2020/12/15;22,3
2020/12/15;24,4
2020/12/15;23,9
2020/12/15;25
2020/12/15;25,1
2020/12/15;24,1
2020/12/15;23,8
2020/12/15;23,7
2020/12/16;23,7
2020/12/16;23,9
2020/12/16;23,7
2020/12/16;23,6
2020/12/16;23,4
2020/12/16;23,4
2020/12/16;23,3
2020/12/16;22,9
2020/12/16;22,6
2020/12/16;23,4
2020/12/16;24,7
2020/12/16;25,5
2020/12/16;26,5
2020/12/16;26,6
2020/12/16;27,5
2020/12/16;27,3
2020/12/16;27,8
2020/12/16;27,9
2020/12/16;28,8
2020/12/16;27,9
2020/12/16;26,8
2020/12/16;26,3
2020/12/16;25,9
2020/12/16;25,8
2020/12/17;25,4
2020/12/17;25,6
2020/12/17;25,4
2020/12/17;25,2
2020/12/17;24,4
2020/12/17;23,7
2020/12/17;23,4
2020/12/17;23,3
2020/12/17;22,5
2020/12/17;22,1
2020/12/17;22,1
2020/12/17;22,8
2020/12/17;21,8
2020/12/17;22,2
2020/12/17;23,3
2020/12/17;22,8
2020/12/17;22,7
2020/12/17;23,4
2020/12/17;23,2
2020/12/17;23,3
2020/12/17;22,6
2020/12/17;21,6
2020/12/17;21,7
2020/12/17;21,9
2020/12/18;21,9
2020/12/18;21,5
2020/12/18;21,2
2020/12/18;21,1
2020/12/18;21,1
2020/12/18;21,1
2020/12/18;21,1
2020/12/18;21
2020/12/18;21
2020/12/18;21,3
2020/12/18;22,1
2020/12/18;24,9
2020/12/18;25,3
2020/12/18;25,6
2020/12/18;27
2020/12/18;27,2
2020/12/18;27,1
2020/12/18;26,8
2020/12/18;27,1
2020/12/18;26
2020/12/18;25,4
2020/12/18;24,9
2020/12/18;25,1
2020/12/18;24,4
2020/12/19;23,8
2020/12/19;23,2
2020/12/19;23,1
2020/12/19;23
2020/12/19;22,8
2020/12/19;22,6
2020/12/19;22,6
2020/12/19;22,8
2020/12/19;22,8
2020/12/19;23,3
2020/12/19;24,8
2020/12/19;25,9
2020/12/19;27,4
2020/12/19;28,3
2020/12/19;28,8
2020/12/19;29,3
2020/12/19;29,2
2020/12/19;29,2
2020/12/19;28,2
2020/12/19;27
2020/12/19;26,7
2020/12/19;26,7
2020/12/19;24,8
2020/12/19;23
2020/12/20;22,9
2020/12/20;24
2020/12/20;23,1
2020/12/20;23,1
2020/12/20;23,6
2020/12/20;23,1
2020/12/20;24,1
2020/12/20;23,8
2020/12/20;23,9
2020/12/20;23,3
2020/12/20;25,9
2020/12/20;26,2
2020/12/20;27,4
2020/12/20;28,3
2020/12/20;28,8
2020/12/20;28,2
2020/12/20;27,5
2020/12/20;27,5
2020/12/20;27,1
2020/12/20;27,3
2020/12/20;26,5
2020/12/20;26,3
2020/12/20;25,9
2020/12/20;25,5
2020/12/21;25,2
2020/12/21;25,2
2020/12/21;24,2
2020/12/21;23,4
2020/12/21;23,5
2020/12/21;23,5
2020/12/21;23,4
2020/12/21;23,6
2020/12/21;23,3
2020/12/21;23,3
2020/12/21;22,1
2020/12/21;21,7
2020/12/21;22,6
2020/12/21;23,2
2020/12/21;23,7
2020/12/21;24,4
2020/12/21;24,8
2020/12/21;25,5
2020/12/21;24,4
2020/12/21;24,1
2020/12/21;23,4
2020/12/21;23,2
2020/12/21;22,8
2020/12/21;22,2
2020/12/22;22,6
2020/12/22;22,4
2020/12/22;22,3
2020/12/22;22,2
2020/12/22;22,1
2020/12/22;21,2
2020/12/22;21,7
2020/12/22;20,8
2020/12/22;19,7
2020/12/22;19,9
2020/12/22;21,9
2020/12/22;22,1
2020/12/22;22,8
2020/12/22;23,2
2020/12/22;23,7
2020/12/22;24,6
2020/12/22;25
2020/12/22;25,3
2020/12/22;23,9
2020/12/22;23,7
2020/12/22;23,1
2020/12/22;22,8
2020/12/22;22,8
2020/12/22;22,7
2020/12/23;22,6
2020/12/23;22
2020/12/23;21,4
2020/12/23;21
2020/12/23;20,8
2020/12/23;20,6
2020/12/23;20,1
2020/12/23;20,2
2020/12/23;20,6
2020/12/23;20,7
2020/12/23;21,3
2020/12/23;24,7
2020/12/23;23,6
2020/12/23;24,3
2020/12/23;25,3
2020/12/23;26,4
2020/12/23;26,4
2020/12/23;26,8
2020/12/23;26,3
2020/12/23;27,3
2020/12/23;25,8
2020/12/23;25,5
2020/12/23;25,3
2020/12/23;24,9
2020/12/24;24,7
2020/12/24;24,7
2020/12/24;24,7
2020/12/24;24,7
2020/12/24;24,7
2020/12/24;23,2
2020/12/24;22,3
2020/12/24;21,8
2020/12/24;22
2020/12/24;21,9
2020/12/24;21,9
2020/12/24;22
2020/12/24;22,3
2020/12/24;24,1
2020/12/24;24,4
2020/12/24;26,7
2020/12/24;27,3
2020/12/24;26,8
2020/12/24;26,5
2020/12/24;26,4
2020/12/24;26,2
2020/12/24;25,7
2020/12/24;25,1
2020/12/24;23,2
2020/12/25;23,6
2020/12/25;23,9
2020/12/25;23,7
2020/12/25;23,1
2020/12/25;22,8
2020/12/25;20,5
2020/12/25;19,3
2020/12/25;20,1
2020/12/25;20
2020/12/25;20,2
2020/12/25;21,2
2020/12/25;22,6
2020/12/25;23,8
2020/12/25;25,5
2020/12/25;25,2
2020/12/25;25,4
2020/12/25;26,6
2020/12/25;27,1
2020/12/25;27
2020/12/25;26,6
2020/12/25;26,3
2020/12/25;25,6
2020/12/25;24,6
2020/12/25;24,4
2020/12/26;24,1
2020/12/26;24
2020/12/26;23,8
2020/12/26;22,5
2020/12/26;21,3
2020/12/26;21,3
2020/12/26;21
2020/12/26;20,7
2020/12/26;20,6
2020/12/26;20,7
2020/12/26;22,8
2020/12/26;24,3
2020/12/26;22,7
2020/12/26;22,4
2020/12/26;24,9
2020/12/26;26,4
2020/12/26;26
2020/12/26;26,4
2020/12/26;26
2020/12/26;26,1
2020/12/26;25,8
2020/12/26;25,6
2020/12/26;24,8
2020/12/26;24,7
2020/12/27;24,3
2020/12/27;23,6
2020/12/27;23,6
2020/12/27;22,4
2020/12/27;22,3
2020/12/27;22
2020/12/27;21,5
2020/12/27;21,3
2020/12/27;21,2
2020/12/27;21,1
2020/12/27;21,1
2020/12/27;21,4
2020/12/27;22,7
2020/12/27;20,7
2020/12/27;23,5
2020/12/27;23,2
2020/12/27;23,3
2020/12/27;23,4
2020/12/27;23,3
2020/12/27;22,8
2020/12/27;23,2
2020/12/27;22,9
2020/12/27;22,7
2020/12/27;23
2020/12/28;23,5
2020/12/28;22,6
2020/12/28;21,9
2020/12/28;21,7
2020/12/28;21,6
2020/12/28;21,5
2020/12/28;21,6
2020/12/28;21,4
2020/12/28;21
2020/12/28;21,3
2020/12/28;22,4
2020/12/28;23,6
2020/12/28;25,2
2020/12/28;25,2
2020/12/28;25,2
2020/12/28;26
2020/12/28;26,4
2020/12/28;25,5
2020/12/28;25,4
2020/12/28;24,9
2020/12/28;24,4
2020/12/28;24
2020/12/28;23,2
2020/12/28;23
2020/12/29;23,1
2020/12/29;22,6
2020/12/29;22,5
2020/12/29;21,7
2020/12/29;21,8
2020/12/29;21,9
2020/12/29;21,8
2020/12/29;21,5
2020/12/29;21,1
2020/12/29;21,3
2020/12/29;24,5
2020/12/29;26,1
2020/12/29;26,1
2020/12/29;26,9
2020/12/29;27,6
2020/12/29;27,9
2020/12/29;28,7
2020/12/29;28,6
2020/12/29;27,2
2020/12/29;26,9
2020/12/29;26,6
2020/12/29;24,8
2020/12/29;23,9
2020/12/29;23,8
2020/12/30;23,6
2020/12/30;23,3
2020/12/30;23
2020/12/30;22,4
2020/12/30;21,9
2020/12/30;21,8
2020/12/30;21,2
2020/12/30;21,1
2020/12/30;21,2
2020/12/30;22
2020/12/30;24,6
2020/12/30;27,1
2020/12/30;29,8
2020/12/30;29,6
2020/12/30;30,8
2020/12/30;31
2020/12/30;31,3
2020/12/30;29,8
2020/12/30;29,9
2020/12/30;30,7
2020/12/30;29,5
2020/12/30;28,7
2020/12/30;27,8
2020/12/30;27,7
2020/12/31;26,8
2020/12/31;26,6
2020/12/31;26,2
2020/12/31;26,2
2020/12/31;26,2
2020/12/31;26,5
2020/12/31;26,5
2020/12/31;25,5
2020/12/31;25,3
2020/12/31;26,9
2020/12/31;25,9
2020/12/31;25,9
2020/12/31;27,5
2020/12/31;29,9
2020/12/31;31
2020/12/31;32,3
2020/12/31;27,2
2020/12/31;28
2020/12/31;27,7
2020/12/31;26,4
2020/12/31;25,7
2020/12/31;25,3
2020/12/31;25,3
2020/12/31;24,7
